"Kind","File","Line","Text"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\SqlIdentifierGuard.cs","48","public int TotalItems { get; init; }"
"double","PrimoAutoEletrica\Helpers\SqlIdentifierGuard.cs","49","public int TotalPages => PageSize <= 0 ? 0 : (int)Math.Ceiling(TotalItems / (double)PageSize);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\SqlIdentifierGuard.cs","49","public int TotalPages => PageSize <= 0 ? 0 : (int)Math.Ceiling(TotalItems / (double)PageSize);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\SqlIdentifierGuard.cs","64","TotalItems = list.Count"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ValidationMessages.cs","13","public static string NaoPodeSerMaiorQueBase(string descricao) => $""{descricao} nao pode ser maior que o valor base."";"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","31","public decimal ClienteTotalGasto { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","59","public decimal ValorEstimado { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","59","public decimal ValorEstimado { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","60","public decimal ValorReal { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","60","public decimal ValorReal { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","61","public decimal ValorPago { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","61","public decimal ValorPago { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","76","public decimal ValorProdutos { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","76","public decimal ValorProdutos { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","80","public decimal ValorServicos { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","80","public decimal ValorServicos { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","124","public decimal PrecoUnitario { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","124","public decimal PrecoUnitario { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","125","public decimal PrecoTotal { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","125","public decimal PrecoTotal { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","135","public decimal Valor { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","135","public decimal Valor { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","176","public object Valor"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","205","public decimal Produtividade { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","207","public decimal Avaliacao { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","237","public decimal TotalGasto { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","237","public decimal TotalGasto { get; set; }"
"decimal","PrimoAutoEletrica\Models\Agendamento.cs","263","public decimal Valor { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Agendamento.cs","263","public decimal Valor { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\AutoEletricaTecnica.cs","9","public string Valor { get; set; } = string.Empty;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\AutoEletricaTecnica.cs","32","public List<string> ValoresEsperados { get; set; } = new();"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\AutoEletricaTecnica.cs","48","public List<string> ValoresReferencia { get; set; } = new();"
"decimal","PrimoAutoEletrica\Models\AutoEletricaTecnica.cs","59","public decimal ValorTotal { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\AutoEletricaTecnica.cs","59","public decimal ValorTotal { get; set; }"
"decimal","PrimoAutoEletrica\Models\AutoEletricaTecnica.cs","75","public decimal ValorPadrao { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\AutoEletricaTecnica.cs","75","public decimal ValorPadrao { get; set; }"
"decimal","PrimoAutoEletrica\Models\AutoEletricaTecnica.cs","88","public decimal ValorMaoObra { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\AutoEletricaTecnica.cs","88","public decimal ValorMaoObra { get; set; }"
"double","PrimoAutoEletrica\Models\BackupSettings.cs","77","public double CompressionRatio { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","14","public decimal ValorAbertura { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","14","public decimal ValorAbertura { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","15","public decimal ValorEsperado { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","15","public decimal ValorEsperado { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","16","public decimal? ValorInformadoFechamento { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","16","public decimal? ValorInformadoFechamento { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","17","public decimal TotalVendas { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","17","public decimal TotalVendas { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","18","public decimal TotalSangrias { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","18","public decimal TotalSangrias { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","19","public decimal TotalSuprimentos { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","19","public decimal TotalSuprimentos { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","26","public decimal DiferencaFechamento =>"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","27","ValorInformadoFechamento.HasValue"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","28","? ValorInformadoFechamento.Value - ValorEsperado"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","40","public decimal ValorMovimento { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","40","public decimal ValorMovimento { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","41","public decimal ValorInicial { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","41","public decimal ValorInicial { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","42","public decimal ValorFinal { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CaixaOperacional.cs","42","public decimal ValorFinal { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","43","public decimal Sangrias { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","44","public decimal Suprimentos { get; set; }"
"decimal","PrimoAutoEletrica\Models\CaixaOperacional.cs","45","public decimal Diferenca { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacao.cs","14","public int TotalLidos { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacao.cs","15","public int TotalImportados { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacao.cs","16","public int TotalDuplicados { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacao.cs","17","public int TotalComErro { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacaoPreview.cs","11","public int TotalItens { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacaoPreview.cs","12","public int TotalDuplicadosProvaveis { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacaoPreview.cs","13","public int TotalJaExistentes { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacaoPreview.cs","14","public int TotalIncompletos { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacaoPreview.cs","15","public int TotalComErro { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacaoPreview.cs","16","public int TotalValidos { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacaoPreview.cs","17","public int TotalSemNomeReal { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoImportacaoPreview.cs","18","public int TotalSemDescricao { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\CatalogoPecaResumo.cs","5","public int TotalItens { get; set; }"
"decimal","PrimoAutoEletrica\Models\Cliente.cs","36","public decimal TotalGasto { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Cliente.cs","36","public decimal TotalGasto { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Cliente.cs","37","public int TotalServicos { get; set; }"
"double","PrimoAutoEletrica\Models\Filial.cs","80","public double? Latitude { get; set; }"
"double","PrimoAutoEletrica\Models\Filial.cs","85","public double? Longitude { get; set; }"
"decimal","PrimoAutoEletrica\Models\Fornecedor.cs","37","public decimal PedidoMinimo { get; set; } = 0;"
"decimal","PrimoAutoEletrica\Models\Fornecedor.cs","51","public decimal TotalCompras { get; set; } = 0;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Fornecedor.cs","51","public decimal TotalCompras { get; set; } = 0;"
"decimal","PrimoAutoEletrica\Models\Funcionario.cs","18","public decimal Salario { get; set; }"
"decimal","PrimoAutoEletrica\Models\HistoricoServico.cs","13","public decimal Valor { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\HistoricoServico.cs","13","public decimal Valor { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\ImportacaoRollbackResult.cs","13","public int TotalItens { get; set; }"
"decimal","PrimoAutoEletrica\Models\ItemVenda.cs","12","public decimal PrecoUnitario { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\ItemVenda.cs","12","public decimal PrecoUnitario { get; set; }"
"decimal","PrimoAutoEletrica\Models\ItemVenda.cs","13","public decimal CustoUnitario { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\ItemVenda.cs","13","public decimal CustoUnitario { get; set; }"
"decimal","PrimoAutoEletrica\Models\ItemVenda.cs","14","public decimal Desconto { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\ItemVenda.cs","14","public decimal Desconto { get; set; }"
"decimal","PrimoAutoEletrica\Models\ItemVenda.cs","19","public decimal Subtotal => (PrecoUnitario * Quantidade) - Desconto;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\ItemVenda.cs","19","public decimal Subtotal => (PrecoUnitario * Quantidade) - Desconto;"
"decimal","PrimoAutoEletrica\Models\NotaFiscalImportada.cs","14","public decimal ValorTotal { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\NotaFiscalImportada.cs","14","public decimal ValorTotal { get; set; }"
"decimal","PrimoAutoEletrica\Models\NotaFiscalImportada.cs","15","public decimal ValorProdutos { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\NotaFiscalImportada.cs","15","public decimal ValorProdutos { get; set; }"
"decimal","PrimoAutoEletrica\Models\OficinaProfissional.cs","23","public decimal TotalEstimado => Cards.Sum(card => card.ValorEstimado);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OficinaProfissional.cs","23","public decimal TotalEstimado => Cards.Sum(card => card.ValorEstimado);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OficinaProfissional.cs","24","public string TotalEstimadoFormatado => TotalEstimado.ToString(""C"");"
"decimal","PrimoAutoEletrica\Models\OficinaProfissional.cs","43","public decimal ValorEstimado { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OficinaProfissional.cs","43","public decimal ValorEstimado { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OficinaProfissional.cs","44","public string ValorEstimadoFormatado => ValorEstimado.ToString(""C"");"
"decimal","PrimoAutoEletrica\Models\OficinaProfissional.cs","55","public decimal? Valor { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OficinaProfissional.cs","55","public decimal? Valor { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OficinaProfissional.cs","57","public string ValorResumo => Valor.HasValue ? Valor.Value.ToString(""C"") : string.Empty;"
"decimal","PrimoAutoEletrica\Models\Orcamento.cs","24","public decimal Subtotal { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Orcamento.cs","24","public decimal Subtotal { get; set; }"
"decimal","PrimoAutoEletrica\Models\Orcamento.cs","25","public decimal Desconto { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Orcamento.cs","25","public decimal Desconto { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Orcamento.cs","26","public string DescontoTipo { get; set; } = ""Valor"";"
"decimal","PrimoAutoEletrica\Models\Orcamento.cs","27","public decimal DescontoPercentual { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Orcamento.cs","27","public decimal DescontoPercentual { get; set; }"
"decimal","PrimoAutoEletrica\Models\Orcamento.cs","28","public decimal Acrescimo { get; set; }"
"decimal","PrimoAutoEletrica\Models\Orcamento.cs","29","public decimal Total { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Orcamento.cs","29","public decimal Total { get; set; }"
"decimal","PrimoAutoEletrica\Models\Orcamento.cs","30","public decimal MargemLucro { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Orcamento.cs","30","public decimal MargemLucro { get; set; }"
"decimal","PrimoAutoEletrica\Models\Orcamento.cs","31","public decimal LucroEstimado { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Orcamento.cs","31","public decimal LucroEstimado { get; set; }"
"decimal","PrimoAutoEletrica\Models\Orcamento.cs","32","public decimal ComissaoVendedor { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\Orcamento.cs","32","public decimal ComissaoVendedor { get; set; }"
"decimal","PrimoAutoEletrica\Models\Orcamento.cs","33","public decimal ImpostosEstimados { get; set; }"
"decimal","PrimoAutoEletrica\Models\OrcamentoItem.cs","19","public decimal PrecoUnitario { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OrcamentoItem.cs","19","public decimal PrecoUnitario { get; set; }"
"decimal","PrimoAutoEletrica\Models\OrcamentoItem.cs","20","public decimal PrecoCusto { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OrcamentoItem.cs","20","public decimal PrecoCusto { get; set; }"
"decimal","PrimoAutoEletrica\Models\OrcamentoItem.cs","21","public decimal Desconto { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OrcamentoItem.cs","21","public decimal Desconto { get; set; }"
"decimal","PrimoAutoEletrica\Models\OrcamentoItem.cs","22","public decimal Subtotal { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OrcamentoItem.cs","22","public decimal Subtotal { get; set; }"
"decimal","PrimoAutoEletrica\Models\OrcamentoItem.cs","23","public decimal LucroEstimado { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OrcamentoItem.cs","23","public decimal LucroEstimado { get; set; }"
"decimal","PrimoAutoEletrica\Models\OrcamentoItem.cs","24","public decimal MargemLucro { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OrcamentoItem.cs","24","public decimal MargemLucro { get; set; }"
"decimal","PrimoAutoEletrica\Models\OrdemServico.cs","53","public decimal ValorMaoObra { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OrdemServico.cs","53","public decimal ValorMaoObra { get; set; }"
"decimal","PrimoAutoEletrica\Models\OrdemServico.cs","54","public decimal Desconto { get; set; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Models\OrdemServico.cs","54","public decimal Desconto { get; set; }"
"decimal","PrimoAutoEletrica\Models\OrdemServicoItem.cs","13","public decimal Quantidade { get; set; } = 1;"
